"Name","model_weight","test_acc","test_loss"
"random_#_17","1.8464288711547852","9.998001098632812","2.3046250343322754"
"pruning_#_17","1.8042500019073489","85.90281677246094","0.5144921541213989"
"random_#_16","2.2966384887695312","9.998001098632812","2.3046250343322754"
"pruning_#_16","2.254593849182129","86.06278991699219","0.5165058374404907"
"random_#_15","2.8592946529388428","22.805438995361328","2.1028804779052734"
"pruning_#_15","2.8175277709960938","86.1227798461914","0.4872106313705444"
"random_#_14","3.562603712081909","29.71405792236328","1.9259874820709229"
"pruning_#_14","3.52119517326355","87.6624755859375","0.4872834086418152"
"random_#_13","4.441910743713379","34.71305847167969","1.772404670715332"
"pruning_#_13","4.400779724121094","87.9924087524414","0.4925325214862823"
"random_#_12","5.540881156921387","41.701663970947266","1.6315691471099854"
"pruning_#_12","5.500260353088379","85.09297943115234","0.6530709266662598"
"random_#_11","6.914493083953857","51.25974655151367","1.3563096523284912"
"pruning_#_11","6.874607086181641","86.19276428222656","0.5195910930633545"
"random_#_10","8.631814002990723","60.067989349365234","1.1112972497940063"
"pruning_#_10","8.592546463012695","87.41252136230469","0.4975294172763825"
"random_#_9","10.778331756591797","64.47710418701172","1.0269443988800049"
"pruning_#_9","10.73996925354004","86.06278991699219","0.5638505816459656"
"random_#_8","13.461441040039062","68.35633087158203","0.930197775363922"
"pruning_#_8","13.42424201965332","88.10237884521484","0.4664778709411621"
"random_#_7","16.815452575683594","73.03539276123047","0.8416210412979126"
"pruning_#_7","16.77958869934082","88.4023208618164","0.47530597448349"
"random_#_6","21.007749557495117","74.44511413574219","0.7468188405036926"
"pruning_#_6","20.973764419555664","86.29273986816406","0.586535632610321"
"random_#_5","26.2482967376709","73.85523223876953","0.8954517841339111"
"pruning_#_5","26.21649169921875","88.20236206054688","0.506270170211792"
"random_#_4","32.79873275756836","75.49490356445312","0.7635948657989502"
"pruning_#_4","32.7698974609375","87.82243347167969","0.5070382952690125"
"random_#_3","40.98700714111328","78.83423614501953","0.6866055727005005"
"pruning_#_3","40.9616584777832","82.59349060058594","0.7693204283714294"
"random_#_2","51.22228240966797","77.22455596923828","0.8076271414756775"
"pruning_#_2","51.20136260986328","79.22415924072266","0.8070368766784668"
"random_#_1","64.01651000976562","78.24435424804688","0.7966155409812927"
"pruning_#_1","64.0009765625","82.30354309082031","0.7090243101119995"
"random_#_0","80.00926971435547","74.89501953125","0.940240740776062"
"pruning_#_0","80.00050354003906","80.38392639160156","0.7412073016166687"
"baseline_run","99.99990844726562","67.83643341064453","1.5068745613098145"